StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Friends Initials,Tense,Vaca_Avg,Job_Avg,Date_Avg,House_Avg,Car_Avg,Total Average,Vacation_1,Vacation_2,Vacation_3,Vacation_4,Vacation_5,Job_1,Job_2,Job_3,Job_4,Job_5,Date_1,Date_2,Date_3,Date_4,Date_5,House_1,House_2,House_3,House_4,House_5,Car_1,Car_2,Car_3,Car_4,Car_5,Imagination_1,Imagination_2,RC Imagine 2,Imagination_3,RC Imagine 3,Imagination_4,Imagination_Avg,HowClose,Gender,Ethnicity,Age,Religion,time,TIME,Job,House,Car,Religion_11_TEXT,id,a,b,c,d,e,f,g
11/11/24 14:03,11/11/24 14:09,IP Address,75.174.150.74,100,367,TRUE,11/11/24 14:09,R_5LttjGOOYIKNar7,43.6502,-116.4343,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,EW,Future,2.4,2,4.8,1.6,1.8,2.52,1,1,4,1,5,2,2,1,1,4,5,4,4,4,7,1,1,1,1,4,2,1,2,1,3,5,1,7,1,7,5,6,7,Female,Caucasian American/White,37,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,747903,x,1,3,2,4,x,5
11/11/24 15:03,11/11/24 15:08,IP Address,157.201.64.22,100,318,TRUE,11/11/24 15:08,R_5Q2HeipkBfw1tQJ,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,JA,Past,3.6,5.2,4.2,5.2,3.8,4.4,3,1,7,1,6,6,6,5,7,2,4,5,4,6,2,7,7,4,7,1,3,2,6,2,6,5,4,4,1,7,6,5.5,5,Female,Caucasian American/White,23,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,656644,5,x,1,2,x,3,4
11/11/24 15:55,11/11/24 16:02,IP Address,216.128.237.134,100,453,TRUE,11/11/24 16:02,R_3M4LKwpvY2DfQxF,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,FO,Future,5.8,6.4,7,5.2,5,5.88,5,5,7,5,7,6,6,7,6,7,7,7,7,7,7,5,5,6,4,6,5,5,6,4,5,5,1,7,2,6,4,5.5,4,Female,African American/Black,25,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,179394,x,4,1,3,5,2,x
11/11/24 16:09,11/11/24 16:16,IP Address,136.38.0.206,100,376,TRUE,11/11/24 16:16,R_1pM8aquvePEodja,40.5247,-111.8638,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,CT,Past,4.6,5,6.8,5.6,4.6,5.32,6,4,5,1,7,6,4,6,3,6,7,7,7,6,7,7,6,6,2,7,6,4,6,1,6,5,1,7,2,6,3,5.25,6,Female,Caucasian American/White,39,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,387174,1,x,3,2,x,5,4
11/11/24 16:34,11/11/24 16:52,IP Address,50.53.9.86,100,1069,TRUE,11/11/24 16:52,R_6UzYsYGZo7oya9H,45.5826,-122.3534,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,MH,Future,2.6,2.6,2.2,2.2,1.4,2.2,2,2,1,1,7,3,1,1,1,7,3,3,1,1,3,3,3,1,1,3,2,1,1,1,2,6,1,7,7,1,7,5.25,5,Female,Caucasian American/White,43,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,961530,x,4,1,x,3,2,5
11/11/24 18:16,11/11/24 18:21,IP Address,98.33.216.49,100,273,TRUE,11/11/24 18:21,R_7xQuWtuT4Vy2dni,40.3495,-111.8998,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,ED,Past,5.4,6.2,6.4,6.6,6.4,6.2,5,5,5,7,5,6,6,7,7,5,6,6,7,7,6,7,7,7,7,5,6,6,7,7,6,7,1,7,1,7,7,7,5,Female,Caucasian American/White,45,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,965456,x,4,3,5,x,1,2
11/11/24 19:10,11/11/24 19:15,IP Address,69.5.132.193,100,310,TRUE,11/11/24 19:15,R_32Kli1zvLXgpWiS,42.0514,-93.6908,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,EM,Past,3.4,3.4,3.4,3.4,1,2.92,5,1,5,1,5,5,1,5,1,5,5,1,5,1,5,5,1,5,1,5,1,1,1,1,1,7,1,7,1,7,7,7,6,Male,Caucasian American/White,28,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,414865,4,x,2,1,3,x,5
11/11/24 21:29,11/11/24 21:40,IP Address,136.226.1.0,100,684,TRUE,11/11/24 21:40,R_5tL29OVQIWsH06w,19.4203,-99.1193,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,DG,Future,4.4,4.4,6.6,3.2,2.8,4.28,3,3,5,5,6,3,3,5,5,6,6,6,7,7,7,2,2,4,3,5,2,2,4,2,4,6,2,6,1,7,7,6.5,7,Male,Mixed Ethnicity,34,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,469816,3,x,2,5,4,1,x
11/11/24 23:37,11/11/24 23:50,IP Address,172.56.84.5,100,759,TRUE,11/11/24 23:50,R_6MFFl5EtElXsi45,33.5038,-112.0253,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,SV,Past,4.2,5.8,6.4,3.2,2.8,4.48,6,6,3,3,3,7,7,5,5,5,7,7,6,6,6,5,5,2,2,2,4,4,2,2,2,6,1,7,1,7,7,6.75,2,Female,Caucasian American/White,40,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,744553,x,3,4,5,2,x,1
11/12/24 8:29,11/12/24 8:34,IP Address,205.185.105.20,100,319,TRUE,11/12/24 8:34,R_6a5ZZhQQ2OcTJn3,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,CJ,Future,4.8,5.4,5.6,6.2,5,5.4,5,5,6,2,6,6,6,6,3,6,5,6,7,4,6,6,7,7,4,7,5,6,5,3,6,6,2,6,3,5,5,5.5,7,Male,Caucasian American/White,21,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,549183,x,3,1,2,x,5,4
11/12/24 9:22,11/12/24 9:30,IP Address,157.201.98.1,100,441,TRUE,11/12/24 9:30,R_6P1aB56WLcy1Sif,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,MN,Past,3.6,5.6,6.4,5.4,4.2,5.04,3,3,3,3,6,5,5,7,4,7,6,6,7,6,7,5,5,7,4,6,3,4,5,4,5,5,1,7,1,7,6,6.25,6,Female,Caucasian American/White,18,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,558007,2,x,5,1,4,3,x
11/12/24 10:08,11/12/24 10:17,IP Address,205.185.107.58,100,490,TRUE,11/12/24 10:17,R_5w5AHYML3b2dGMS,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,RF,Future,4.4,5.4,5.6,2.4,1.2,3.8,3,3,6,3,7,4,5,7,4,7,4,5,7,5,7,2,2,4,1,3,2,1,1,1,1,4,4,4,3,5,1,3.5,7,Male,Caucasian American/White,21,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,731963,x,3,2,1,5,x,4
11/12/24 10:23,11/12/24 10:31,IP Address,38.43.30.137,100,459,TRUE,11/12/24 10:31,R_7UWKdMJoXa9ZJVP,43.5553,-111.8922,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,JB,Future,4.2,4.2,6.2,3.6,5,4.64,5,2,6,1,7,5,2,6,2,6,7,6,7,4,7,2,2,6,1,7,5,5,6,2,7,6,1,7,1,7,4,6,7,Male,Caucasian American/White,21,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,789780,5,x,1,3,x,2,4
11/12/24 10:26,11/12/24 10:31,IP Address,157.201.96.100,100,296,TRUE,11/12/24 10:31,R_7dZNEUej7LQMB7H,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,KG,Past,3.6,5.2,3,2.4,1.4,3.12,3,3,3,2,7,5,5,6,4,6,5,2,2,4,2,3,2,3,1,3,1,1,2,1,2,2,2,6,1,7,2,4.25,6,Male,Caucasian American/White,22,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,763878,2,x,3,5,1,4,x
11/12/24 10:31,11/12/24 10:37,IP Address,157.201.98.1,100,363,TRUE,11/12/24 10:37,R_5YKFJ0QgO3tg88h,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,KG,Past,5.4,6.8,7,7,4.8,6.2,7,5,7,1,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,5,6,6,2,5,7,1,7,1,7,7,7,4,Female,Mixed Ethnicity,18,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,407939,x,5,3,2,4,x,1
11/12/24 10:55,11/12/24 11:01,IP Address,157.201.96.100,100,395,TRUE,11/12/24 11:01,R_6EYz0azkkiYdJGm,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,Heidi,Future,5.6,6.2,6.8,5.6,3.2,5.48,5,3,7,6,7,6,6,7,6,6,7,7,6,7,7,6,4,6,5,7,3,2,4,2,5,6,3,5,1,7,4,5.5,7,Female,Caucasian American/White,19,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,738357,x,1,4,x,2,5,3
11/12/24 11:48,11/12/24 11:53,IP Address,205.185.107.19,100,346,TRUE,11/12/24 11:53,R_5pZ061yFvw0QVr0,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,CG,Past,5,5.4,4.4,5,3.4,4.64,5,5,6,2,7,5,5,6,4,7,3,3,5,4,7,5,5,6,2,7,3,3,5,2,4,6,3,5,2,6,5,5.5,5,Male,Caucasian American/White,21,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,351816,4,x,2,3,5,x,1
11/12/24 12:36,11/12/24 12:42,IP Address,205.185.105.50,100,385,TRUE,11/12/24 12:42,R_7FS2fU82uEVnyBv,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,JF,Future,3.2,5,5.8,1.8,6,4.36,3,3,3,3,4,5,5,6,5,4,6,6,6,6,5,2,2,2,1,2,6,6,6,6,6,5,1,7,1,7,3,5.5,5,Male,Caucasian American/White,18,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,128048,x,2,1,x,3,4,5
11/12/24 13:24,11/12/24 13:33,IP Address,205.185.107.12,100,549,TRUE,11/12/24 13:33,R_338rG7OR23EePIZ,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,AM,Past,4.2,3.6,5.2,1.8,1.6,3.28,3,4,7,2,5,3,4,5,2,4,5,5,6,4,6,1,2,2,1,3,1,2,2,1,2,6,2,6,1,7,4,5.75,7,Female,Caucasian American/White,18,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,754300,1,x,5,3,x,2,4
11/12/24 14:35,11/12/24 14:41,IP Address,157.201.98.1,100,338,TRUE,11/12/24 14:41,R_37vC3IRO2Xcv9Bt,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,KY,Future,3.8,4.4,4.6,6.2,4,4.6,4,4,5,2,4,5,4,5,3,5,5,5,5,4,4,6,6,7,5,7,4,4,4,3,5,6,1,7,2,6,6,6.25,6,Female,Caucasian American/White,18,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,424772,x,5,3,2,x,1,4
11/12/24 14:43,11/12/24 14:49,IP Address,157.201.96.100,100,368,TRUE,11/12/24 14:49,R_7q2qt4vyDfoxe01,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,ID,Past,3.2,4.8,4,3.6,2.2,3.56,2,3,5,1,5,4,4,6,4,6,3,5,5,2,5,3,3,4,2,6,2,2,3,1,3,5,1,7,3,5,5,5.5,7,Female,Caucasian American/White,18,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,961192,x,3,1,2,4,5,x
11/12/24 14:43,11/12/24 14:52,IP Address,157.201.96.100,100,536,TRUE,11/12/24 14:52,R_6waf5uQ0WhEGJON,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,DE,Future,2.8,5.2,4.6,4.4,3.8,4.16,4,4,3,1,2,6,6,6,5,3,4,4,5,5,5,5,5,5,3,4,5,5,4,2,3,6,1,7,2,6,4,5.75,6,Female,Caucasian American/White,19,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,627184,5,x,1,2,x,3,4
11/12/24 14:39,11/12/24 14:53,IP Address,35.134.108.145,100,888,TRUE,11/12/24 14:53,R_3AYFUA9Ss6jHXaa,32.6574,-96.9079,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,SS,Future,4.2,6.4,6.8,6.8,5.8,6,4,4,5,4,4,6,7,7,5,7,7,7,7,6,7,7,7,7,6,7,6,6,6,5,6,5,1,7,2,6,3,5.25,6,Female,Caucasian American/White,21,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,349392,4,x,1,2,5,3,x
11/12/24 14:49,11/12/24 14:55,IP Address,157.201.96.100,100,334,TRUE,11/12/24 14:55,R_3qxlyjKdeIwzFIV,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,KP,Past,3.2,5.8,3,4.4,2.4,3.76,2,2,6,1,5,7,6,7,4,5,3,2,5,1,4,4,3,6,6,3,2,2,3,3,2,4,3,5,2,6,2,4.25,7,Female,Caucasian American/White,18,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,251279,x,2,3,1,4,x,5
11/12/24 15:04,11/12/24 15:10,IP Address,217.147.184.10,100,333,TRUE,11/12/24 15:10,R_32ygalfGDWeWknF,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,HH,Past,3.6,5.4,6.4,2.6,2.2,4.04,1,6,4,1,6,6,7,5,5,4,7,7,6,7,5,2,4,1,1,5,1,4,1,1,4,6,1,7,1,7,6,6.5,7,Female,Caucasian American/White,18,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,617516,5,x,1,2,3,4,x
11/12/24 15:11,11/12/24 15:16,IP Address,157.201.96.100,100,278,TRUE,11/12/24 15:16,R_6AFRlwtQ7IbNVwI,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,MW,Future,3.8,5.2,5.8,3,3.4,4.24,3,3,5,3,5,4,4,6,6,6,6,6,6,5,6,3,3,4,2,3,4,4,3,3,3,4,1,7,4,4,2,4.25,5,Male,Caucasian American/White,20,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,911622,x,4,1,2,5,x,3
11/12/24 15:38,11/12/24 15:42,IP Address,157.201.98.1,100,230,TRUE,11/12/24 15:42,R_1uxtjFd6Pqdrnz2,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,J.P.,Past,2.6,1.4,4.8,3.4,1,2.64,2,2,3,1,5,1,1,3,1,1,5,3,6,4,6,2,2,5,3,5,1,1,1,1,1,4,1,7,2,6,2,4.75,7,Male,African American/Black,23,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,678520,3,x,5,2,4,1,x
11/12/24 15:37,11/12/24 15:43,IP Address,205.185.107.19,100,364,TRUE,11/12/24 15:43,R_5gYGya502VQmCFk,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,DE,Future,2.6,3.4,3.8,1.6,1,2.48,3,3,2,1,4,4,5,4,2,2,3,4,4,4,4,2,2,1,1,2,1,1,1,1,1,5,1,7,2,6,5,5.75,6,Male,Caucasian American/White,21,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,608053,3,x,4,5,2,1,x
11/12/24 15:38,11/12/24 15:45,IP Address,157.201.98.1,100,439,TRUE,11/12/24 15:45,R_3NDw9FddnS57dLX,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,CH,Future,3.8,5.2,4.8,3.6,4.4,4.36,4,5,4,2,4,5,5,6,4,6,4,4,5,5,6,3,4,4,3,4,5,5,5,3,4,4,1,7,3,5,5,5.25,7,Male,Caucasian American/White,22,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,209590,x,5,1,3,4,x,2
11/12/24 15:56,11/12/24 16:02,IP Address,157.201.98.1,100,315,TRUE,11/12/24 16:02,R_6dUVLr0awUjrSmd,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,AS,Past,3,3.2,3.2,2.8,2.8,3,3,2,4,3,3,3,3,4,2,4,4,3,3,3,3,2,2,4,3,3,2,2,3,3,4,2,4,4,3,5,1,3,6,Female,Caucasian American/White,21,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,908520,4,x,1,3,2,5,x
11/12/24 16:06,11/12/24 16:14,IP Address,192.64.2.138,100,438,TRUE,11/12/24 16:14,R_3dHniU7ZInT9qsm,43.4799,-110.762,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,luke,Future,3.8,3.8,4.2,4.4,3.8,4,3,6,5,2,3,6,6,3,1,3,6,6,2,6,1,6,6,2,4,4,6,4,3,3,3,3,1,7,2,6,2,4.5,6,Male,Caucasian American/White,18,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,849482,x,1,3,x,2,5,4
11/12/24 16:13,11/12/24 16:18,IP Address,65.181.53.74,100,289,TRUE,11/12/24 16:18,R_5gx2pEph12Fe7EB,43.8157,-111.7817,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,SN,Past,4.2,4.6,6,4.8,1.4,4.2,4,3,7,1,6,5,4,5,4,5,7,6,5,5,7,5,4,5,5,5,2,1,1,1,2,7,1,7,1,7,7,7,7,Female,Caucasian American/White,18,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,665183,4,x,5,3,1,2,x
11/12/24 16:14,11/12/24 16:24,IP Address,205.185.110.150,100,588,TRUE,11/12/24 16:24,R_3pAd5z3OtxIiioF,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,CS,Past,5,5,5,5,4,4.8,5,5,6,4,5,5,5,6,4,5,5,5,6,3,6,5,5,6,4,5,4,5,5,2,4,4,1,7,1,7,5,5.75,5,Male,Caucasian American/White,18,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,182515,5,x,1,2,4,x,3
11/12/24 16:21,11/12/24 16:28,IP Address,216.128.237.133,100,409,TRUE,11/12/24 16:28,R_3ahL16KvkLnBNbX,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,MM,Future,1.8,4,6,5.4,2.8,4,2,2,1,1,3,4,4,1,6,5,6,6,4,7,7,6,6,4,6,5,3,3,3,2,3,6,1,7,1,7,5,6.25,6,Female,Caucasian American/White,19,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,551648,x,5,1,4,x,2,3
11/12/24 16:37,11/12/24 16:40,IP Address,205.185.107.38,100,200,TRUE,11/12/24 16:40,R_1V4NaNOlZO5I9Jn,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,AT,Future,4.2,4.4,3.8,4.4,5.4,4.44,4,5,4,4,4,5,4,4,4,5,4,3,4,4,4,4,4,5,5,4,5,6,6,5,5,4,5,3,5,3,6,4,5,Female,Caucasian American/White,18,Nothing in particular,before this event will occur,BEFORE,starts,moves,acquires,,274604,5,x,4,1,2,3,x
11/12/24 16:46,11/12/24 16:50,IP Address,217.147.184.10,100,248,TRUE,11/12/24 16:50,R_6f8mNhMlj44R9RE,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,Kate,Past,6.2,6.2,6.2,6.2,6.6,6.28,7,7,5,5,7,7,7,5,5,7,7,7,5,5,7,7,7,5,5,7,7,7,6,6,7,5,3,5,4,4,2,4,7,Female,Caucasian American/White,18,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,458155,2,x,1,x,3,4,5
11/12/24 16:56,11/12/24 17:03,IP Address,205.185.107.42,100,414,TRUE,11/12/24 17:03,R_5k54cZwzBpzWfIO,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,ED,Past,1.8,2,4.4,1.4,1,2.12,2,1,4,1,1,1,1,1,6,1,2,4,7,7,2,1,1,2,1,2,1,1,1,1,1,6,1,7,1,7,5,6.25,7,Female,Caucasian American/White,22,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,178036,x,5,4,2,x,3,1
11/12/24 17:06,11/12/24 17:11,IP Address,192.225.180.30,100,289,TRUE,11/12/24 17:11,R_3WT3yFOb5JuhBOo,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,MP,Past,3.8,2.8,5.8,3.4,1.8,3.52,4,2,6,1,6,2,2,4,2,4,5,5,6,7,6,4,2,5,2,4,2,1,3,1,2,5,3,5,2,6,2,4.5,6,Male,Caucasian American/White,21,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,759324,1,x,2,4,x,3,5
11/12/24 16:53,11/12/24 17:15,IP Address,160.7.233.245,100,1294,TRUE,11/12/24 17:15,R_1L4BgSFl8g3MzjX,40.1027,-111.6449,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,ML,Future,2.4,3.6,1.6,7,2.4,3.4,2,1,4,1,4,4,2,5,2,5,2,2,1,1,2,7,7,7,7,7,3,3,2,1,3,7,1,7,1,7,7,7,4,Female,Caucasian American/White,35,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,531251,x,5,2,4,1,x,3
11/12/24 17:20,11/12/24 17:25,IP Address,204.8.69.204,100,330,TRUE,11/12/24 17:25,R_3PRjCuw3JqhKpKs,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,IL,Future,4.6,7,7,6.6,5.8,6.2,5,5,6,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,6,6,7,3,7,6,1,7,2,6,7,6.5,7,Male,Caucasian American/White,22,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,560282,x,3,2,5,1,4,x
11/12/24 17:29,11/12/24 17:40,IP Address,205.185.107.32,100,616,TRUE,11/12/24 17:40,R_3BQSiirVYC5bDIz,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,PM,Past,3,3.8,4.2,4,3.4,3.68,3,2,4,3,3,3,3,7,3,3,4,3,4,6,4,5,3,5,4,3,4,3,4,3,3,7,5,3,2,6,5,5.25,7,Female,Caucasian American/White,18,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,878403,3,x,2,1,5,4,x
11/12/24 18:06,11/12/24 18:09,IP Address,71.47.99.172,100,196,TRUE,11/12/24 18:09,R_6dEQ93I5l6C5nkB,28.1885,-81.2695,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,LH,Future,3,4.4,5.6,3.2,5,4.24,3,3,3,1,5,6,5,4,2,5,6,6,6,4,6,4,4,3,1,4,6,6,6,2,5,6,1,7,1,7,6,6.5,6,Female,Caucasian American/White,39,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,401106,x,4,5,x,2,1,3
11/12/24 18:29,11/12/24 18:34,IP Address,65.181.53.74,100,298,TRUE,11/12/24 18:34,R_6FkTGDGOSdTTbZO,43.8157,-111.7817,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,KF,Future,4.4,6.4,4,5.6,6.4,5.36,5,5,5,6,1,7,7,7,7,4,5,5,5,1,4,7,7,7,6,1,7,7,7,6,5,3,1,7,1,7,5,5.5,7,Female,Caucasian American/White,18,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,512381,2,x,4,3,5,x,1
11/12/24 18:50,11/12/24 18:55,IP Address,199.19.117.11,100,302,TRUE,11/12/24 18:55,R_3lMGY9phP3IBehM,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,A.W.,Past,2.6,4.4,5.6,3.4,2.4,3.68,2,1,4,1,5,5,1,7,3,6,4,6,6,7,5,3,1,5,1,7,2,1,4,1,4,6,4,4,2,6,2,4.5,7,Female,Caucasian American/White,18,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,693464,x,2,5,4,x,1,3
11/12/24 19:15,11/12/24 19:21,IP Address,217.147.184.10,100,375,TRUE,11/12/24 19:21,R_6dJGRodEL4IB60T,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,KH,Future,2.2,3,4.8,1.4,1.4,2.56,1,3,2,1,4,2,3,3,4,3,4,4,5,6,5,1,2,1,1,2,1,2,1,1,2,6,1,7,1,7,5,6.25,7,Female,Caucasian American/White,18,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,282686,x,1,2,3,4,5,x
11/12/24 19:28,11/12/24 19:37,IP Address,205.185.107.47,100,553,TRUE,11/12/24 19:37,R_3iky4vBSLbQ7O73,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,CS,Future,3.6,3.8,5.8,4.4,4.8,4.48,3,3,5,2,5,3,3,4,5,4,5,6,7,5,6,5,4,6,2,5,5,5,6,2,6,5,1,7,4,4,4,5,7,Male,Caucasian American/White,21,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,435708,4,x,1,3,5,2,x
11/12/24 19:34,11/12/24 19:39,IP Address,205.185.107.12,100,311,TRUE,11/12/24 19:39,R_6aBqJQLgAinmG1H,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,BD,Past,4.6,6.2,3,2.8,2,3.72,6,4,7,1,5,7,7,5,5,7,3,2,3,2,5,3,2,4,2,3,2,2,2,1,3,6,1,7,2,6,4,5.75,7,Female,Caucasian American/White,21,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,254117,2,x,3,1,x,5,4
11/12/24 20:24,11/12/24 20:34,IP Address,157.201.98.1,100,594,TRUE,11/12/24 20:34,R_1CMX662MbZrkSrp,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,B.S.,Past,2.6,3.8,3.8,4,3,3.44,2,1,6,1,3,5,2,6,2,4,5,2,5,3,4,4,1,7,3,5,2,1,7,2,3,4,1,7,3,5,4,5,6,Male,Caucasian American/White,22,Latter-day Saint,after this event has already occurred,AFTER,started,moved,acquired,,787729,x,2,3,x,1,5,4
11/12/24 22:33,11/12/24 22:51,IP Address,192.225.189.94,100,1074,TRUE,11/12/24 22:51,R_1iUKUvEuLiLWwEK,43.8125,-111.7855,anonymous,EN,I am at least 18 years old. I understand this consent form and I agree to participate in the research.,PR,Future,2.6,1.4,1.6,2,2.2,1.96,4,2,5,1,1,2,1,1,1,2,1,3,2,1,1,3,2,2,1,2,2,4,2,1,2,7,1,7,1,7,7,7,6,Female,Caucasian American/White,18,Latter-day Saint,before this event will occur,BEFORE,starts,moves,acquires,,110015,x,1,2,5,x,4,3
